commit	score	score_std	mean_rank	p_top3	n_sims	status	description
a42634f	1878.5	124.6	5.22	0.4	300	discard	auto 153 screen: {"need_bonus": 10.789, "flex_bonus": 9.846, "depth_quota_rb": 4, "depth_quota_wr": 6, "surplus_penalty": 33.369, "bench_bonus": 8.584, "wait_discount": 0.22, "wait_margin": 5.426, "injury_penalty": 91.255, "rb_early_bonus": 5.653, "te_earliest_round"
a42634f	1867.9	125.3	5.46	0.357	300	discard	auto 154 screen: {"need_bonus": 42.347, "flex_bonus": 12.158, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 25.642, "bench_bonus": 7.686, "wait_discount": 0.266, "wait_margin": 3.136, "kdef_rounds_from_end": 1, "injury_penalty": 65
a42634f	1880.7	119.5	5.1	0.377	2700	discard	auto 155 confirmed: {"need_bonus": 38.877, "flex_bonus": 7.513, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 8.919, "bench_bonus": 7.077, "wait_discount": 0.244, "wait_margin": 5.017, "kdef_rounds_from_end": 3, "
a42634f	1870.0	109.2	5.4	0.317	300	discard	auto 156 screen: {"need_bonus": 11.219, "flex_bonus": 26.135, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 46.886, "bench_bonus": 8.536, "wait_discount": 0.326, "wait_margin": 9.587, "kdef_rounds_from_end": 1, "injury_penalty": 0.
a42634f	1878.3	126.3	5.17	0.4	300	discard	auto 157 screen: {"need_bonus": 30.712, "flex_bonus": 0.452, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": -8.32, "bench_bonus": 7.905, "wait_discount": 0.482, "wait_margin": 3.386, "injury_penalty": 24.65, "rb_early_bonus": 14.958
a42634f	1870.7	123.8	5.29	0.35	300	discard	auto 158 screen: {"need_bonus": 51.058, "flex_bonus": 9.622, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 10.207, "bench_bonus": 7.973, "wait_discount": 0.428, "wait_margin": -1.702, "kdef_rounds_from_end": 3, "injury_penalty": 51
a42634f	1875.7	116.4	5.2	0.353	300	discard	auto 159 screen: {"need_bonus": 67.926, "flex_bonus": 14.011, "depth_quota_rb": 2, "depth_quota_wr": 4, "surplus_penalty": 20.537, "bench_bonus": 1.6, "wait_discount": 0.41, "wait_margin": 6.747, "injury_penalty": 96.35, "rb_early_bonus": 6.322, "qb_earliest_round": 
a42634f	1857.1	108.4	5.61	0.323	300	discard	auto 160 screen: {"need_bonus": 33.252, "flex_bonus": 8.096, "depth_quota_rb": 2, "depth_quota_te": 2, "surplus_penalty": 23.405, "bench_bonus": 4.622, "wait_discount": 0.261, "wait_margin": 6.13, "injury_penalty": 102.188, "rb_early_bonus": 6.839, "te_earliest_round
a42634f	1875.0	112.3	5.19	0.357	300	discard	auto 161 screen: {"need_bonus": 22.88, "flex_bonus": 3.697, "depth_quota_rb": 2, "depth_quota_wr": 4, "surplus_penalty": -0.681, "bench_bonus": -2.821, "wait_discount": 0.411, "wait_margin": -3.449, "injury_penalty": 217.752, "rb_early_bonus": 8.582, "te_earliest_rou
a42634f	1882.3	124.5	5.07	0.389	2700	discard	auto 162 confirmed: {"need_bonus": 44.671, "flex_bonus": 10.223, "depth_quota_rb": 4, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 26.927, "bench_bonus": 9.79, "wait_discount": 0.401, "wait_margin": 4.146, "injury_penalty": 69.912, "rb_early_bonus": 5.22
a42634f	1883.4	127.4	5.11	0.387	300	discard	auto 163 screen: {"need_bonus": 53.283, "flex_bonus": 7.691, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 36.017, "bench_bonus": 8.046, "wait_discount": 0.347, "wait_margin": 4.117, "injury_penalty": 49.257, "rb_early_bonus": 7.643, "avail_sigma": 6.2
a42634f	1884.7	120.7	4.98	0.402	2700	discard	auto 164 confirmed: {"need_bonus": 31.615, "flex_bonus": 11.846, "depth_quota_te": 2, "surplus_penalty": 20.692, "bench_bonus": 8.48, "wait_discount": 0.197, "wait_margin": -0.716, "kdef_rounds_from_end": 3, "injury_penalty": -13.22, "rb_early_bonus": 10.692, "qb_earlie
a42634f	1854.7	121.2	5.65	0.297	300	discard	auto 165 screen: {"need_bonus": 35.97, "flex_bonus": 8.185, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 31.711, "bench_bonus": 7.86, "wait_discount": 0.308, "wait_margin": 3.332, "kdef_rounds_from_end": 1, "injury_penalty": 89.09
a42634f	1880.3	118.3	5.06	0.374	2700	discard	auto 166 confirmed: {"need_bonus": 29.792, "flex_bonus": 12.004, "depth_quota_qb": 4, "surplus_penalty": 53.019, "bench_bonus": 4.868, "wait_discount": 0.476, "wait_margin": 2.727, "injury_penalty": 72.42, "rb_early_bonus": 13.357, "te_earliest_round": 2, "avail_sigma":
a42634f	1886.4	115.2	4.85	0.4	2700	discard	auto 167 confirmed: {"need_bonus": 41.594, "flex_bonus": 11.012, "depth_quota_rb": 4, "depth_quota_te": 2, "surplus_penalty": 22.128, "bench_bonus": 6.773, "wait_discount": 0.484, "wait_margin": 4.854, "injury_penalty": 73.0, "rb_early_bonus": 6.192, "qb_earliest_round"
a42634f	1855.4	116.7	5.68	0.31	300	discard	auto 168 screen: {"need_bonus": 52.82, "flex_bonus": 13.267, "depth_quota_wr": 4, "surplus_penalty": 23.423, "bench_bonus": 9.579, "wait_discount": 0.053, "wait_margin": 4.667, "kdef_rounds_from_end": 1, "injury_penalty": 109.79, "rb_early_bonus": 3.99, "avail_sigma"
a42634f	1881.4	128.9	5.08	0.41	300	discard	auto 169 screen: {"need_bonus": 24.616, "flex_bonus": 9.373, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 23.023, "bench_bonus": 8.934, "wait_discount": 0.361, "wait_margin": 3.482, "injury_penalty": 78.187, "rb_early_bonus": 7.79
a42634f	1878.3	125.4	5.26	0.37	300	discard	auto 170 screen: {"need_bonus": 39.931, "flex_bonus": 12.817, "depth_quota_wr": 6, "surplus_penalty": 33.695, "bench_bonus": 7.159, "wait_discount": 0.213, "wait_margin": 4.33, "injury_penalty": 92.469, "rb_early_bonus": 7.475, "te_earliest_round": 4, "avail_sigma": 
a42634f	1871.5	128.0	5.47	0.373	300	discard	auto 171 screen: {"need_bonus": 2.459, "flex_bonus": 12.747, "depth_quota_te": 2, "surplus_penalty": 15.071, "bench_bonus": 9.531, "wait_discount": 0.654, "wait_margin": 6.246, "kdef_rounds_from_end": 3, "injury_penalty": 77.467, "rb_early_bonus": 6.241, "qb_earliest
a42634f	1853.5	125.7	5.86	0.297	300	discard	auto 172 screen: {"need_bonus": 54.877, "flex_bonus": 8.022, "depth_quota_rb": 2, "depth_quota_te": 4, "surplus_penalty": 36.582, "bench_bonus": 6.105, "wait_discount": 0.458, "wait_margin": 3.489, "injury_penalty": 114.159, "rb_early_bonus": 7.521, "avail_sigma": 9.
a42634f	1873.8	128.0	5.44	0.357	300	discard	auto 173 screen: {"need_bonus": 80.175, "flex_bonus": 29.486, "depth_quota_te": 4, "surplus_penalty": 37.149, "bench_bonus": 4.011, "wait_discount": -0.09, "wait_margin": 6.943, "injury_penalty": 95.614, "rb_early_bonus": 11.747, "avail_sigma": -2.041, "avail_strengt
a42634f	1856.4	118.8	5.63	0.32	300	discard	auto 174 screen: {"need_bonus": 27.859, "flex_bonus": 11.675, "surplus_penalty": 19.277, "bench_bonus": 7.311, "wait_discount": 0.479, "wait_margin": 5.725, "kdef_rounds_from_end": 1, "injury_penalty": 96.068, "rb_early_bonus": 8.493, "te_earliest_round": 4, "avail_s
a42634f	1876.7	125.4	5.3	0.36	300	discard	auto 175 screen: {"need_bonus": 33.093, "flex_bonus": 11.75, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 2, "surplus_penalty": 33.0, "bench_bonus": 7.512, "wait_discount": 0.338, "wait_margin": 5.194, "kdef_rounds_from_end": 3, "injury_penalty": 63.40
a42634f	1867.8	113.6	5.2	0.383	300	discard	auto 176 screen: {"need_bonus": 25.085, "flex_bonus": 12.765, "surplus_penalty": 21.803, "bench_bonus": 11.6, "wait_discount": 0.297, "wait_margin": 6.666, "injury_penalty": 91.392, "rb_early_bonus": 7.712, "qb_earliest_round": 3, "te_earliest_round": 4, "avail_sigma
a42634f	1860.5	119.7	5.7	0.303	300	discard	auto 177 screen: {"need_bonus": 85.113, "flex_bonus": 5.932, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 29.771, "bench_bonus": 9.799, "wait_discount": 0.188, "wait_margin": 6.391, "injury_penalty": 57.939, "rb_early_bonus": 8.922, "qb_earliest_round
a42634f	1869.4	112.3	5.24	0.363	300	discard	auto 178 screen: {"need_bonus": 60.632, "flex_bonus": 8.148, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 26.49, "bench_bonus": 11.291, "wait_discount": 0.394, "wait_margin": 5.662, "injury_penalty": 110.732, "rb_early_bonus": 5.413, "avail_sigma": 5.
a42634f	1892.4	121.6	4.82	0.411	2700	discard	auto 179 confirmed: {"need_bonus": 34.822, "flex_bonus": 17.696, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 38.197, "bench_bonus": 4.388, "wait_discount": 0.328, "wait_margin": 7.911, "injury_penalty": 71.167, "rb_early_bonus": 6.7
a42634f	1876.5	118.6	5.16	0.383	300	discard	auto 180 screen: {"need_bonus": 41.796, "flex_bonus": 8.562, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 42.183, "bench_bonus": 7.987, "wait_discount": 0.498, "wait_margin": 1.344, "injury_penalty": 27.579, "rb_early_bonus": 9.74
a42634f	1856.0	122.5	5.73	0.313	300	discard	auto 181 screen: {"need_bonus": 79.182, "flex_bonus": 10.569, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 8.619, "bench_bonus": 5.502, "wait_discount": 0.128, "wait_margin": 4.504, "kdef_rounds_from_end": 3, 
a42634f	1882.8	124.5	5.06	0.407	300	discard	auto 182 screen: {"need_bonus": 9.07, "flex_bonus": 10.316, "surplus_penalty": 38.479, "bench_bonus": 4.73, "wait_discount": 0.205, "wait_margin": 5.157, "injury_penalty": 78.693, "rb_early_bonus": 5.06, "te_earliest_round": 2, "avail_sigma": 5.014, "avail_strength":
a42634f	1877.0	127.4	5.12	0.373	300	discard	auto 183 screen: {"need_bonus": 18.211, "flex_bonus": 11.25, "depth_quota_wr": 4, "surplus_penalty": 6.863, "bench_bonus": 5.494, "wait_discount": 0.434, "wait_margin": 5.307, "injury_penalty": 107.882, "rb_early_bonus": 14.16, "avail_sigma": 7.024, "avail_strength":
a42634f	1860.7	118.6	5.7	0.32	300	discard	auto 184 screen: {"need_bonus": 24.747, "flex_bonus": 12.915, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 32.899, "bench_bonus": 6.826, "wait_discount": 0.167, "wait_margin": 6.438, "injury_penalty": 136.493, "rb_early_bonus": 9.407, "qb_earliest_rou
a42634f	1881.2	119.0	5.06	0.375	2700	discard	auto 185 confirmed: {"need_bonus": 20.757, "flex_bonus": 1.809, "depth_quota_wr": 4, "depth_quota_qb": 2, "surplus_penalty": 24.958, "bench_bonus": 6.244, "wait_discount": 0.548, "wait_margin": 2.433, "kdef_rounds_from_end": 3, "injury_penalty": 71.316, "rb_early_bonus"
a42634f	1874.0	118.4	5.19	0.37	300	discard	auto 186 screen: {"need_bonus": 24.46, "flex_bonus": 9.99, "depth_quota_rb": 2, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 22.5, "bench_bonus": -2.748, "wait_discount": 0.438, "wait_margin": 6.053, "injury_penalty": 112.999, "rb_early_bonus": 11.455
a42634f	1879.6	120.8	5.14	0.368	2700	discard	auto 187 confirmed: {"need_bonus": 34.471, "flex_bonus": 11.493, "depth_quota_wr": 6, "surplus_penalty": 18.034, "bench_bonus": 8.594, "wait_discount": 0.424, "wait_margin": 7.017, "kdef_rounds_from_end": 3, "injury_penalty": 110.25, "rb_early_bonus": 8.968, "avail_sigm
a42634f	1881.4	122.2	5.06	0.4	300	discard	auto 188 screen: {"need_bonus": 58.408, "flex_bonus": 10.737, "depth_quota_rb": 4, "surplus_penalty": 35.964, "bench_bonus": 6.375, "wait_discount": 0.368, "wait_margin": 4.384, "kdef_rounds_from_end": 3, "injury_penalty": 93.014, "rb_early_bonus": 8.241, "avail_sigm
a42634f	1878.6	116.5	5.15	0.363	300	discard	auto 189 screen: {"need_bonus": 88.184, "flex_bonus": 6.87, "depth_quota_rb": 4, "surplus_penalty": 46.067, "bench_bonus": 9.383, "wait_discount": 0.129, "wait_margin": 1.642, "injury_penalty": 92.266, "rb_early_bonus": 0.973, "te_earliest_round": 2, "avail_sigma": 1
a42634f	1821.8	114.1	6.66	0.207	300	discard	auto 190 screen: {"need_bonus": 74.472, "flex_bonus": 24.667, "depth_quota_wr": 4, "surplus_penalty": 28.351, "bench_bonus": 9.272, "wait_discount": 0.119, "wait_margin": 3.241, "kdef_rounds_from_end": 1, "injury_penalty": 98.765, "rb_early_bonus": 5.098, "qb_earlies
a42634f	1861.8	117.1	5.43	0.323	300	discard	auto 191 screen: {"need_bonus": 52.955, "flex_bonus": 13.117, "depth_quota_rb": 4, "depth_quota_wr": 4, "surplus_penalty": 14.215, "bench_bonus": 10.721, "wait_discount": 0.689, "wait_margin": 5.212, "kdef_rounds_from_end": 1, "injury_penalty": 101.594, "rb_early_bon
a42634f	1834.4	119.4	6.38	0.263	300	discard	auto 192 screen: {"need_bonus": 33.821, "flex_bonus": 6.77, "depth_quota_rb": 2, "surplus_penalty": 25.001, "bench_bonus": 5.695, "wait_discount": 0.408, "wait_margin": 4.458, "injury_penalty": 93.079, "rb_early_bonus": 4.666, "avail_sigma": 0.652, "avail_strength": 
a42634f	1847.9	118.1	5.78	0.317	300	discard	auto 193 screen: {"need_bonus": 41.879, "flex_bonus": 16.521, "depth_quota_wr": 4, "depth_quota_te": 2, "surplus_penalty": 36.214, "bench_bonus": 8.481, "wait_discount": 0.56, "wait_margin": 3.717, "kdef_rounds_from_end": 1, "injury_penalty": 69.974, "rb_early_bonus"
a42634f	1815.5	105.0	6.89	0.163	300	discard	auto 194 screen: {"need_bonus": 58.874, "flex_bonus": 8.225, "depth_quota_rb": 2, "depth_quota_wr": 4, "surplus_penalty": 31.285, "bench_bonus": 11.43, "wait_discount": 0.335, "wait_margin": 3.807, "kdef_rounds_from_end": 1, "injury_penalty": 51.529, "rb_early_bonus"
a42634f	1880.9	120.4	5.1	0.376	2700	discard	auto 195 confirmed: {"need_bonus": 58.336, "flex_bonus": 11.232, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_qb": 2, "surplus_penalty": 33.783, "bench_bonus": 7.027, "wait_discount": 0.45, "wait_margin": 4.719, "injury_penalty": 50.031, "rb_early_bonus": 7.29
a42634f	1875.8	119.4	5.21	0.333	300	discard	auto 196 screen: {"need_bonus": 48.233, "flex_bonus": 9.229, "depth_quota_rb": 4, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 25.072, "bench_bonus": 6.424, "wait_discount": 0.244, "wait_margin": 4.508, "kdef_rounds_from_end": 1, "injury_penalty": 67.
a42634f	1876.8	118.4	5.22	0.377	300	discard	auto 197 screen: {"need_bonus": 31.197, "flex_bonus": 9.341, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 86.654, "bench_bonus": 10.121, "wait_discount": 0.48, "wait_margin": 5.682, "kdef_rounds_from_end": 3, "injury_penalty": 164
a42634f	1876.5	126.9	5.31	0.333	300	discard	auto 198 screen: {"need_bonus": 51.052, "flex_bonus": 6.576, "depth_quota_rb": 2, "surplus_penalty": 27.614, "bench_bonus": 5.191, "wait_discount": 0.521, "wait_margin": 4.147, "injury_penalty": 90.28, "rb_early_bonus": 5.745, "qb_earliest_round": 3, "te_earliest_rou
a42634f	1853.0	128.6	5.95	0.29	300	discard	auto 199 screen: {"need_bonus": 22.445, "flex_bonus": 13.478, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 5.465, "bench_bonus": 1.885, "wait_discount": 0.35, "wait_margin": 4.115, "kdef_rounds_from_end": 1, "
a42634f	1868.6	121.8	5.4	0.357	300	discard	auto 200 screen: {"need_bonus": 50.763, "flex_bonus": 11.894, "depth_quota_te": 2, "surplus_penalty": 26.692, "bench_bonus": 7.017, "wait_discount": 0.417, "wait_margin": 4.291, "kdef_rounds_from_end": 3, "injury_penalty": 84.199, "rb_early_bonus": 9.796, "te_earlies
a42634f	1851.3	114.4	5.8	0.293	300	discard	auto 201 screen: {"need_bonus": 68.045, "flex_bonus": 8.974, "surplus_penalty": 50.613, "bench_bonus": -0.127, "wait_discount": 0.435, "wait_margin": 6.049, "kdef_rounds_from_end": 3, "injury_penalty": 3.807, "rb_early_bonus": 7.693, "avail_sigma": 6.944, "avail_stre
a42634f	1881.3	121.2	5.08	0.367	300	discard	auto 202 screen: {"need_bonus": 61.28, "flex_bonus": 10.526, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 37.231, "bench_bonus": 5.417, "wait_discount": 0.349, "wait_margin": 3.98, "kdef_rounds_from_end": 3, "injury_penalty": 46.788, "rb_early_bonus":
a42634f	1884.8	120.1	4.95	0.401	2700	discard	auto 203 confirmed: {"need_bonus": 34.596, "flex_bonus": 19.057, "depth_quota_qb": 2, "surplus_penalty": 33.594, "bench_bonus": 11.134, "wait_discount": 0.298, "wait_margin": 4.191, "kdef_rounds_from_end": 3, "injury_penalty": 63.643, "rb_early_bonus": 1.552, "qb_earlie
a42634f	1877.9	127.8	5.13	0.377	300	discard	auto 204 screen: {"need_bonus": 46.082, "flex_bonus": 10.216, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 24.756, "bench_bonus": 5.927, "wait_discount": 0.303, "wait_margin": 4.694, "injury_penalty": 81.403, "rb_early_bonus": 7.051, "te_earliest_roun
a42634f	1869.7	129.0	5.46	0.337	300	discard	auto 205 screen: {"need_bonus": 40.005, "flex_bonus": 11.396, "depth_quota_rb": 2, "depth_quota_te": 4, "surplus_penalty": 27.856, "bench_bonus": 1.86, "wait_discount": 0.019, "wait_margin": 5.483, "kdef_rounds_from_end": 3, "injury_penalty": 42.877, "rb_early_bonus"
a42634f	1879.1	113.6	5.16	0.393	300	discard	auto 206 screen: {"need_bonus": 42.268, "flex_bonus": 8.499, "depth_quota_rb": 4, "depth_quota_wr": 6, "surplus_penalty": 25.453, "bench_bonus": 6.539, "wait_discount": 0.354, "wait_margin": 4.694, "injury_penalty": 57.494, "rb_early_bonus": 6.871, "qb_earliest_round
a42634f	1890.1	120.8	4.84	0.412	2700	discard	auto 207 confirmed: {"need_bonus": 34.999, "flex_bonus": 17.107, "depth_quota_te": 4, "surplus_penalty": 24.375, "bench_bonus": 3.362, "wait_discount": 0.194, "wait_margin": 3.803, "kdef_rounds_from_end": 3, "injury_penalty": 63.108, "rb_early_bonus": 3.733, "avail_sigm
a42634f	1868.7	125.9	5.5	0.353	300	discard	auto 208 screen: {"need_bonus": 25.079, "flex_bonus": 13.019, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 40.036, "bench_bonus": 8.368, "wait_discount": 0.24, "wait_margin": 5.591, "injury_penalty": 100.562, "rb_early_bonus": 7.5
a42634f	1890.5	118.1	4.8	0.415	2700	discard	auto 209 confirmed: {"need_bonus": 40.437, "flex_bonus": 10.725, "depth_quota_wr": 6, "depth_quota_qb": 2, "surplus_penalty": 28.915, "bench_bonus": 7.736, "wait_discount": 0.375, "wait_margin": 3.224, "kdef_rounds_from_end": 3, "injury_penalty": 69.951, "rb_early_bonus
a42634f	1878.7	111.0	4.97	0.403	300	discard	auto 210 screen: {"need_bonus": 49.87, "flex_bonus": 14.321, "depth_quota_rb": 4, "surplus_penalty": 31.314, "bench_bonus": 5.91, "wait_discount": 0.29, "wait_margin": 3.966, "injury_penalty": 61.636, "rb_early_bonus": 6.527, "qb_earliest_round": 5, "te_earliest_roun
a42634f	1884.1	119.2	5.0	0.397	2700	discard	auto 211 confirmed: {"need_bonus": 39.048, "flex_bonus": 10.573, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 27.712, "bench_bonus": 7.558, "wait_discount": 0.355, "wait_margin": 5.424, "injury_penalty": 72.689, "rb_early_bonus": 7.509, "te_earliest_roun
a42634f	1814.1	115.3	6.82	0.217	300	discard	auto 212 screen: {"need_bonus": -1.113, "flex_bonus": 10.702, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 41.097, "bench_bonus": 15.53, "wait_discount": 0.187, "wait_margin": 6.671, "kdef_rounds_from_end": 1, "injury_penalty": 34.841, "rb_early_bonus
a42634f	1857.3	124.7	5.68	0.31	300	discard	auto 213 screen: {"need_bonus": 53.988, "flex_bonus": 10.505, "depth_quota_qb": 4, "surplus_penalty": 28.218, "bench_bonus": 6.464, "wait_discount": 0.292, "wait_margin": 3.668, "kdef_rounds_from_end": 1, "injury_penalty": 78.062, "rb_early_bonus": 5.282, "te_earlies
a42634f	1872.1	118.6	5.22	0.367	2700	discard	auto 214 confirmed: {"need_bonus": 57.112, "flex_bonus": 6.825, "depth_quota_qb": 4, "surplus_penalty": 25.004, "bench_bonus": 6.604, "wait_discount": 0.126, "wait_margin": 3.491, "injury_penalty": 78.629, "rb_early_bonus": 7.037, "qb_earliest_round": 5, "te_earliest_ro
a42634f	1889.0	117.2	4.9	0.408	2700	discard	auto 215 confirmed: {"need_bonus": 37.857, "flex_bonus": 9.234, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 27.672, "bench_bonus": 4.872, "wait_discount": 0.281, "wait_margin": 4.211, "injury_penalty": 63.703, "rb_early_bonus": 6.54
a42634f	1886.2	118.7	4.89	0.406	2700	discard	auto 216 confirmed: {"need_bonus": 63.665, "flex_bonus": 11.252, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 34.315, "bench_bonus": 6.794, "wait_discount": 0.359, "wait_margin": 4.459, "kdef_rounds_from_end": 3, "injury_penalty": 88.32, "rb_early_bonus"
a42634f	1878.0	118.5	5.1	0.383	2700	discard	auto 217 confirmed: {"need_bonus": 2.884, "flex_bonus": 5.09, "depth_quota_qb": 2, "surplus_penalty": 32.749, "bench_bonus": 7.378, "wait_discount": 0.121, "wait_margin": -2.486, "injury_penalty": 75.859, "rb_early_bonus": 5.349, "te_earliest_round": 2, "avail_sigma": 3
a42634f	1845.6	113.3	5.87	0.28	300	discard	auto 218 screen: {"need_bonus": 36.143, "flex_bonus": 12.692, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 61.185, "bench_bonus": 10.317, "wait_discount": 0.09, "wait_margin": 3.169, "kdef_rounds_from_end": 1, "injury_penalty": 121.276, "rb_early_bonu
a42634f	1860.2	127.0	5.63	0.323	300	discard	auto 219 screen: {"need_bonus": 39.522, "flex_bonus": 12.217, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 19.24, "bench_bonus": 8.639, "wait_discount": 0.064, "wait_margin": 5.533, "kdef_rounds_from_end": 1, 
a42634f	1873.5	122.6	5.24	0.38	300	discard	auto 220 screen: {"need_bonus": 42.336, "flex_bonus": 18.97, "depth_quota_rb": 4, "depth_quota_qb": 2, "surplus_penalty": 26.962, "bench_bonus": 5.334, "wait_discount": 0.347, "wait_margin": 6.107, "injury_penalty": 82.178, "rb_early_bonus": 6.29, "avail_sigma": 4.47
a42634f	1853.3	113.1	5.67	0.3	300	discard	auto 221 screen: {"need_bonus": 44.299, "flex_bonus": 14.458, "depth_quota_rb": 4, "depth_quota_te": 2, "surplus_penalty": 14.317, "bench_bonus": 6.031, "wait_discount": 0.474, "wait_margin": 2.418, "kdef_rounds_from_end": 1, "injury_penalty": 34.843, "rb_early_bonus
a42634f	1874.8	111.3	5.25	0.367	300	discard	auto 222 screen: {"need_bonus": 55.301, "flex_bonus": 7.965, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 24.221, "bench_bonus": 8.138, "wait_discount": 0.274, "wait_margin": 4.454, "injury_penalty": 70.64, "rb_early_bonus": 5.048
a42634f	1891.0	119.6	4.79	0.411	2700	discard	auto 223 confirmed: {"need_bonus": 28.301, "flex_bonus": 15.879, "depth_quota_te": 2, "surplus_penalty": 15.168, "bench_bonus": 6.11, "wait_discount": 0.393, "wait_margin": 4.417, "injury_penalty": 2.434, "rb_early_bonus": 4.353, "avail_sigma": 8.461, "avail_strength": 
a42634f	1877.2	123.2	5.21	0.383	300	discard	auto 224 screen: {"need_bonus": 74.568, "flex_bonus": 6.587, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 47.564, "bench_bonus": 3.564, "wait_discount": 0.166, "wait_margin": 6.929, "injury_penalty": 54.262, "rb_early_bonus": 12.581, "te_earliest_roun
a42634f	1853.0	114.5	5.72	0.287	300	discard	auto 225 screen: {"need_bonus": 58.462, "flex_bonus": 10.098, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 25.122, "bench_bonus": 8.724, "wait_discount": 0.43, "wait_margin": 5.352, "kdef_rounds_from_end": 1, "injury_penalty": 101.134, "rb_early_bonus
a42634f	1856.4	112.9	5.58	0.313	300	discard	auto 226 screen: {"need_bonus": 34.986, "flex_bonus": 10.941, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 31.821, "bench_bonus": 1.78, "wait_discount": 0.314, "wait_margin": 4.243, "injury_penalty": 89.283, "rb_early_bonus": 11.6
a42634f	1853.7	122.1	5.93	0.307	300	discard	auto 227 screen: {"need_bonus": 44.75, "flex_bonus": -0.189, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 35.182, "bench_bonus": 9.449, "wait_discount": 0.394, "wait_margin": 2.82, "kdef_rounds_from_end": 1, "injury_penalty": 80.847, "rb_early_bonus":
a42634f	1840.0	120.3	6.16	0.267	300	discard	auto 228 screen: {"need_bonus": 36.252, "flex_bonus": 9.872, "depth_quota_rb": 2, "depth_quota_wr": 6, "surplus_penalty": 29.596, "bench_bonus": 9.169, "wait_discount": 0.34, "wait_margin": 3.99, "kdef_rounds_from_end": 1, "injury_penalty": 73.273, "rb_early_bonus": 
a42634f	1845.1	121.6	5.94	0.3	300	discard	auto 229 screen: {"need_bonus": 43.403, "flex_bonus": 10.92, "depth_quota_rb": 2, "depth_quota_qb": 4, "surplus_penalty": 30.507, "bench_bonus": 7.168, "wait_discount": 0.385, "wait_margin": 4.209, "kdef_rounds_from_end": 1, "injury_penalty": 61.456, "rb_early_bonus"
a42634f	1860.8	123.7	5.52	0.33	300	discard	auto 230 screen: {"need_bonus": 54.464, "flex_bonus": 10.871, "depth_quota_wr": 4, "surplus_penalty": 29.341, "bench_bonus": 7.786, "wait_discount": 0.387, "wait_margin": 4.603, "kdef_rounds_from_end": 1, "injury_penalty": 91.057, "rb_early_bonus": 11.142, "qb_earlie
