commit	score	score_std	mean_rank	p_top3	n_sims	status	description
a42634f	1881.0	116.8	4.92	0.41	300	discard	auto 465 screen: {"need_bonus": 45.074, "flex_bonus": 11.179, "depth_quota_rb": 5, "depth_quota_wr": 5, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 49.275, "bench_bonus": 4.181, "wait_discount": 0.47, "wait_margin": 3.766, "kdef_rounds_from_end": 2, 
a42634f	1893.4	118.6	4.73	0.431	2700	discard	auto 466 confirmed: {"need_bonus": 52.522, "flex_bonus": 12.503, "depth_quota_wr": 5, "depth_quota_te": 2, "surplus_penalty": 30.076, "bench_bonus": 6.055, "wait_discount": 0.416, "wait_margin": 2.856, "injury_penalty": 34.34, "rb_early_bonus": 4.887, "te_earliest_round
a42634f	1884.3	125.4	5.06	0.397	300	discard	auto 467 screen: {"need_bonus": 25.013, "flex_bonus": -1.479, "depth_quota_rb": 5, "surplus_penalty": 29.821, "bench_bonus": 12.088, "wait_discount": 0.332, "wait_margin": 0.556, "injury_penalty": 30.425, "rb_early_bonus": 9.196, "te_earliest_round": 3, "avail_sigma"
a42634f	1893.3	119.9	4.76	0.428	2700	discard	auto 468 confirmed: {"need_bonus": 47.121, "flex_bonus": 10.384, "depth_quota_qb": 4, "surplus_penalty": 29.557, "bench_bonus": 5.083, "wait_discount": 0.349, "wait_margin": 2.946, "injury_penalty": 40.68, "rb_early_bonus": 5.382, "avail_sigma": 6.555, "avail_strength":
a42634f	1896.4	119.7	4.67	0.427	2700	keep	auto 469 confirmed: {"need_bonus": 32.301, "flex_bonus": 9.463, "depth_quota_te": 2, "surplus_penalty": 32.511, "bench_bonus": 3.957, "wait_discount": 0.202, "wait_margin": 3.247, "injury_penalty": 26.832, "rb_early_bonus": 10.039, "qb_earliest_round": 5, "avail_sigma":
a42634f	1879.7	123.0	5.26	0.353	300	discard	auto 470 screen: {"need_bonus": 48.638, "flex_bonus": 5.697, "depth_quota_wr": 5, "depth_quota_qb": 4, "surplus_penalty": 31.674, "bench_bonus": 4.565, "wait_discount": 0.346, "wait_margin": 2.843, "injury_penalty": 31.009, "rb_early_bonus": 6.323, "avail_sigma": 6.8
a42634f	1879.1	118.2	5.1	0.383	300	discard	auto 471 screen: {"need_bonus": 39.563, "flex_bonus": 10.959, "depth_quota_qb": 2, "surplus_penalty": 37.158, "bench_bonus": 3.372, "wait_discount": 0.21, "wait_margin": 2.941, "kdef_rounds_from_end": 2, "injury_penalty": 24.249, "rb_early_bonus": 8.218, "te_earliest
a42634f	1894.5	118.6	4.71	0.438	2700	discard	auto 472 confirmed: {"need_bonus": 26.219, "flex_bonus": 2.9, "depth_quota_te": 3, "surplus_penalty": 21.536, "bench_bonus": 4.225, "wait_discount": 0.117, "wait_margin": 2.592, "injury_penalty": 13.314, "rb_early_bonus": 9.327, "qb_earliest_round": 6, "te_earliest_roun
a42634f	1862.6	115.4	5.46	0.297	300	discard	auto 473 screen: {"need_bonus": 41.629, "flex_bonus": 6.652, "depth_quota_te": 1, "surplus_penalty": 42.302, "bench_bonus": 4.633, "wait_discount": 0.127, "wait_margin": 4.317, "injury_penalty": 18.561, "rb_early_bonus": 10.212, "avail_sigma": -5.077, "avail_strength
a42634f	1885.0	126.8	4.95	0.423	300	discard	auto 474 screen: {"need_bonus": 30.432, "flex_bonus": 10.868, "depth_quota_te": 3, "surplus_penalty": 34.704, "bench_bonus": 3.508, "wait_discount": 0.188, "wait_margin": 2.656, "kdef_rounds_from_end": 2, "injury_penalty": 31.523, "rb_early_bonus": 11.639, "te_earlie
a42634f	1885.5	117.8	4.97	0.383	300	discard	auto 475 screen: {"need_bonus": 24.24, "flex_bonus": 12.479, "depth_quota_te": 3, "surplus_penalty": 35.554, "bench_bonus": 8.539, "wait_discount": 0.121, "wait_margin": 1.404, "injury_penalty": 25.781, "rb_early_bonus": -7.101, "te_earliest_round": 5, "avail_sigma":
a42634f	1882.3	118.0	5.15	0.36	300	discard	auto 476 screen: {"need_bonus": -1.643, "flex_bonus": 1.356, "depth_quota_rb": 3, "depth_quota_te": 1, "depth_quota_qb": 4, "surplus_penalty": 42.501, "bench_bonus": 4.783, "wait_discount": 0.495, "wait_margin": 3.953, "injury_penalty": 18.032, "rb_early_bonus": 25.8
a42634f	1884.2	119.3	4.82	0.423	300	discard	auto 477 screen: {"need_bonus": 38.417, "flex_bonus": 9.001, "depth_quota_wr": 3, "surplus_penalty": 32.882, "bench_bonus": 4.472, "wait_discount": 0.205, "wait_margin": 2.826, "kdef_rounds_from_end": 2, "injury_penalty": 27.983, "rb_early_bonus": 8.668, "avail_sigma
a42634f	1880.7	119.5	5.04	0.389	2700	discard	auto 478 confirmed: {"need_bonus": 38.459, "flex_bonus": 10.602, "depth_quota_wr": 5, "depth_quota_te": 1, "surplus_penalty": 39.018, "bench_bonus": 3.325, "wait_discount": 0.215, "wait_margin": 2.83, "injury_penalty": 25.93, "rb_early_bonus": 9.951, "qb_earliest_round"
a42634f	1891.9	119.7	4.78	0.42	2700	discard	auto 479 confirmed: {"need_bonus": 31.327, "flex_bonus": 7.875, "depth_quota_wr": 5, "depth_quota_qb": 2, "surplus_penalty": 30.864, "bench_bonus": 3.891, "wait_discount": 0.183, "wait_margin": 3.169, "injury_penalty": 19.482, "rb_early_bonus": 12.031, "avail_sigma": 6.
a42634f	1890.1	117.8	4.77	0.42	2700	discard	auto 480 confirmed: {"need_bonus": 59.804, "flex_bonus": 10.591, "depth_quota_rb": 3, "depth_quota_wr": 5, "depth_quota_te": 3, "depth_quota_qb": 4, "surplus_penalty": 96.362, "bench_bonus": 5.014, "wait_discount": 0.188, "wait_margin": 1.417, "injury_penalty": 36.331, 
a42634f	1883.9	116.1	5.04	0.36	300	discard	auto 481 screen: {"need_bonus": 16.354, "flex_bonus": 5.333, "depth_quota_rb": 3, "depth_quota_wr": 5, "depth_quota_te": 1, "surplus_penalty": 39.036, "bench_bonus": 5.374, "wait_discount": 0.126, "wait_margin": 2.826, "kdef_rounds_from_end": 2, "injury_penalty": 40.
a42634f	1886.6	117.9	4.92	0.399	2700	discard	auto 482 confirmed: {"need_bonus": 30.341, "flex_bonus": 10.295, "depth_quota_wr": 5, "depth_quota_te": 1, "depth_quota_qb": 2, "surplus_penalty": 27.459, "bench_bonus": 5.091, "wait_discount": 0.245, "wait_margin": 3.28, "injury_penalty": 26.341, "rb_early_bonus": 8.47
a42634f	1879.4	114.4	4.9	0.383	300	discard	auto 483 screen: {"need_bonus": 34.237, "flex_bonus": 14.52, "depth_quota_rb": 3, "depth_quota_wr": 5, "depth_quota_te": 3, "surplus_penalty": 29.87, "bench_bonus": 3.025, "wait_discount": 0.331, "wait_margin": 3.753, "injury_penalty": 20.697, "rb_early_bonus": 9.832
a42634f	1882.1	125.7	5.11	0.397	300	discard	auto 484 screen: {"need_bonus": 36.605, "flex_bonus": 6.215, "depth_quota_wr": 3, "depth_quota_te": 1, "surplus_penalty": 20.314, "bench_bonus": 7.186, "wait_discount": 0.322, "wait_margin": 2.351, "kdef_rounds_from_end": 2, "injury_penalty": 53.465, "rb_early_bonus"
a42634f	1892.0	115.6	4.79	0.405	2700	discard	auto 485 confirmed: {"need_bonus": 25.666, "flex_bonus": 11.644, "depth_quota_rb": 3, "depth_quota_wr": 5, "depth_quota_qb": 2, "surplus_penalty": 36.523, "bench_bonus": 2.985, "wait_discount": 0.188, "wait_margin": 3.13, "kdef_rounds_from_end": 2, "injury_penalty": 29.
a42634f	1889.8	119.2	4.81	0.419	2700	discard	auto 486 confirmed: {"need_bonus": 60.722, "flex_bonus": 8.346, "depth_quota_wr": 5, "depth_quota_te": 3, "depth_quota_qb": 4, "surplus_penalty": 12.453, "bench_bonus": 4.256, "wait_discount": 0.331, "wait_margin": 3.834, "injury_penalty": 34.425, "rb_early_bonus": 22.9
a42634f	1892.6	120.4	4.77	0.429	2700	discard	auto 487 confirmed: {"need_bonus": 41.317, "flex_bonus": 11.119, "surplus_penalty": 44.757, "bench_bonus": 4.526, "wait_discount": 0.159, "wait_margin": 2.806, "injury_penalty": 35.367, "rb_early_bonus": 7.182, "qb_earliest_round": 6, "avail_sigma": 3.643, "avail_streng
a42634f	1885.0	117.2	5.0	0.39	300	discard	auto 488 screen: {"need_bonus": 53.501, "flex_bonus": 19.095, "depth_quota_rb": 3, "depth_quota_wr": 3, "depth_quota_qb": 2, "surplus_penalty": 45.892, "bench_bonus": 5.727, "wait_discount": 0.085, "wait_margin": 2.743, "injury_penalty": 4.334, "rb_early_bonus": 7.65
a42634f	1880.3	125.3	5.2	0.373	300	discard	auto 489 screen: {"need_bonus": 64.111, "flex_bonus": 9.313, "depth_quota_te": 1, "depth_quota_qb": 4, "surplus_penalty": -19.004, "bench_bonus": 3.765, "wait_discount": 0.088, "wait_margin": 1.911, "injury_penalty": 4.995, "rb_early_bonus": 13.546, "qb_earliest_roun
a42634f	1881.1	118.4	5.03	0.375	2700	discard	auto 490 confirmed: {"need_bonus": 37.084, "flex_bonus": -0.518, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_qb": 2, "surplus_penalty": 21.116, "bench_bonus": -1.852, "wait_discount": 0.23, "wait_margin": 3.298, "injury_penalty": 35.91, "rb_early_bonus": 9.45
a42634f	1888.7	117.9	4.86	0.412	2700	discard	auto 491 confirmed: {"need_bonus": 13.541, "flex_bonus": 11.133, "depth_quota_rb": 3, "surplus_penalty": 29.588, "bench_bonus": 3.012, "wait_discount": 0.313, "wait_margin": 3.84, "injury_penalty": 14.194, "rb_early_bonus": 14.665, "avail_sigma": 4.592, "avail_strength"
a42634f	1895.4	120.0	4.69	0.433	2700	discard	auto 492 confirmed: {"need_bonus": 32.496, "flex_bonus": 9.939, "depth_quota_rb": 5, "depth_quota_te": 3, "depth_quota_qb": 2, "surplus_penalty": 20.915, "bench_bonus": 3.888, "wait_discount": 0.157, "wait_margin": 3.736, "injury_penalty": 29.689, "rb_early_bonus": 9.87
a42634f	1889.1	120.4	4.86	0.405	2700	discard	auto 493 confirmed: {"need_bonus": 35.179, "flex_bonus": 9.493, "depth_quota_rb": 5, "depth_quota_te": 3, "depth_quota_qb": 4, "surplus_penalty": 33.849, "bench_bonus": 2.981, "wait_discount": 0.16, "wait_margin": 3.12, "kdef_rounds_from_end": 2, "injury_penalty": 19.53
a42634f	1883.4	125.5	5.11	0.363	300	discard	auto 494 screen: {"need_bonus": 24.029, "flex_bonus": 5.364, "surplus_penalty": 33.08, "bench_bonus": 3.977, "wait_discount": 0.146, "wait_margin": 4.214, "injury_penalty": 24.182, "rb_early_bonus": 13.43, "te_earliest_round": 3, "avail_sigma": 7.74, "avail_strength"
a42634f	1875.7	132.5	5.4	0.35	300	discard	auto 495 screen: {"need_bonus": 59.163, "flex_bonus": 6.539, "depth_quota_rb": 3, "depth_quota_te": 3, "surplus_penalty": 45.881, "bench_bonus": 5.398, "wait_discount": 0.304, "wait_margin": 0.594, "injury_penalty": 43.889, "rb_early_bonus": 10.275, "qb_earliest_roun
a42634f	1879.3	121.9	5.12	0.36	300	discard	auto 496 screen: {"need_bonus": 28.772, "flex_bonus": 8.838, "depth_quota_wr": 3, "depth_quota_te": 1, "depth_quota_qb": 4, "surplus_penalty": 31.474, "bench_bonus": 5.01, "wait_discount": 0.191, "wait_margin": 3.28, "kdef_rounds_from_end": 2, "injury_penalty": 25.57
a42634f	1880.5	112.5	5.11	0.36	300	discard	auto 497 screen: {"need_bonus": 30.306, "flex_bonus": 9.848, "depth_quota_wr": 5, "surplus_penalty": 44.316, "bench_bonus": 4.02, "wait_discount": 0.117, "wait_margin": 3.429, "injury_penalty": 34.391, "rb_early_bonus": 8.512, "qb_earliest_round": 6, "te_earliest_rou
a42634f	1886.5	119.0	4.91	0.395	2700	discard	auto 498 confirmed: {"need_bonus": 29.502, "flex_bonus": 10.036, "depth_quota_rb": 3, "surplus_penalty": 39.022, "bench_bonus": 3.727, "wait_discount": 0.207, "wait_margin": 3.352, "kdef_rounds_from_end": 2, "injury_penalty": 25.43, "rb_early_bonus": 9.502, "qb_earliest
a42634f	1881.6	121.0	5.12	0.38	300	discard	auto 499 screen: {"need_bonus": 7.998, "flex_bonus": 11.331, "surplus_penalty": 29.614, "bench_bonus": 2.791, "wait_discount": 0.243, "wait_margin": 3.375, "injury_penalty": 11.631, "rb_early_bonus": 18.56, "avail_sigma": 6.161, "avail_strength": 0.151, "cliff_gap": 
a42634f	1871.5	111.9	5.29	0.307	300	discard	auto 500 screen: {"need_bonus": 14.401, "flex_bonus": 12.096, "depth_quota_te": 1, "depth_quota_qb": 2, "surplus_penalty": 37.001, "bench_bonus": 6.039, "wait_discount": 0.056, "wait_margin": 3.246, "injury_penalty": 25.118, "rb_early_bonus": 14.344, "avail_sigma": 4
a42634f	1891.3	121.3	4.82	0.421	2700	discard	auto 501 confirmed: {"need_bonus": 23.882, "flex_bonus": 9.219, "depth_quota_qb": 2, "surplus_penalty": 35.845, "bench_bonus": 2.769, "wait_discount": 0.198, "wait_margin": 3.032, "kdef_rounds_from_end": 2, "injury_penalty": 26.631, "rb_early_bonus": 7.889, "qb_earliest
a42634f	1840.6	114.8	6.11	0.28	300	discard	auto 502 screen: {"need_bonus": 67.863, "flex_bonus": 20.602, "depth_quota_wr": 5, "depth_quota_te": 3, "depth_quota_qb": 2, "surplus_penalty": 37.687, "bench_bonus": 2.524, "wait_discount": 0.343, "wait_margin": 5.098, "injury_penalty": 29.875, "rb_early_bonus": 7.2
a42634f	1883.2	120.7	4.85	0.423	300	discard	auto 503 screen: {"need_bonus": 21.37, "flex_bonus": 11.788, "depth_quota_te": 3, "surplus_penalty": 43.617, "bench_bonus": 3.051, "wait_discount": 0.118, "wait_margin": -0.142, "injury_penalty": 25.139, "rb_early_bonus": 10.398, "avail_sigma": 4.252, "avail_strength
a42634f	1878.2	111.5	5.16	0.367	300	discard	auto 504 screen: {"need_bonus": -12.326, "flex_bonus": 12.625, "depth_quota_rb": 3, "depth_quota_qb": 2, "surplus_penalty": 44.499, "bench_bonus": 3.972, "wait_discount": 0.127, "wait_margin": 0.562, "injury_penalty": -4.358, "rb_early_bonus": 2.029, "avail_sigma": 3
a42634f	1882.8	117.7	4.94	0.403	300	discard	auto 505 screen: {"need_bonus": 30.184, "flex_bonus": 7.748, "depth_quota_rb": 3, "depth_quota_qb": 4, "surplus_penalty": 42.582, "bench_bonus": 3.89, "wait_discount": 0.184, "wait_margin": 2.861, "injury_penalty": 24.133, "rb_early_bonus": 10.944, "te_earliest_round
a42634f	1885.3	115.4	4.89	0.387	300	discard	auto 506 screen: {"need_bonus": 7.849, "flex_bonus": 10.205, "depth_quota_rb": 3, "depth_quota_te": 1, "surplus_penalty": 37.63, "bench_bonus": 6.939, "wait_discount": 0.052, "wait_margin": 3.413, "injury_penalty": 49.542, "rb_early_bonus": 16.576, "avail_sigma": 4.8
a42634f	1880.5	113.6	4.98	0.393	300	discard	auto 507 screen: {"need_bonus": 31.752, "flex_bonus": 11.33, "depth_quota_wr": 5, "surplus_penalty": 39.698, "bench_bonus": 4.316, "wait_discount": 0.196, "wait_margin": 2.212, "injury_penalty": 24.932, "rb_early_bonus": 9.978, "qb_earliest_round": 4, "avail_sigma": 
a42634f	1886.2	118.4	4.86	0.403	2700	discard	auto 508 confirmed: {"need_bonus": 41.991, "flex_bonus": 9.248, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_qb": 4, "surplus_penalty": 39.44, "bench_bonus": 3.725, "wait_discount": 0.144, "wait_margin": 2.888, "kdef_rounds_from_end": 2, "injury_penalty": 28.4
a42634f	1880.5	119.4	5.01	0.397	300	discard	auto 509 screen: {"need_bonus": 3.015, "flex_bonus": 15.564, "depth_quota_rb": 3, "depth_quota_wr": 3, "depth_quota_te": 3, "depth_quota_qb": 2, "surplus_penalty": -3.57, "bench_bonus": 3.138, "wait_discount": 0.082, "wait_margin": 4.221, "injury_penalty": 8.918, "rb
a42634f	1891.1	118.3	4.79	0.415	2700	discard	auto 510 confirmed: {"need_bonus": 29.423, "flex_bonus": 9.431, "depth_quota_rb": 5, "depth_quota_qb": 2, "surplus_penalty": 32.914, "bench_bonus": 4.057, "wait_discount": 0.183, "wait_margin": 2.9, "injury_penalty": 26.759, "rb_early_bonus": 8.982, "qb_earliest_round":
a42634f	1879.8	117.8	5.14	0.357	300	discard	auto 511 screen: {"need_bonus": 29.294, "flex_bonus": 10.198, "depth_quota_rb": 3, "depth_quota_te": 1, "depth_quota_qb": 4, "surplus_penalty": 28.517, "bench_bonus": 4.912, "wait_discount": 0.175, "wait_margin": 3.441, "injury_penalty": 34.751, "rb_early_bonus": 13.
a42634f	1893.8	119.2	4.71	0.427	2700	discard	auto 512 confirmed: {"need_bonus": 25.264, "flex_bonus": 11.033, "depth_quota_wr": 5, "surplus_penalty": 35.749, "bench_bonus": 2.877, "wait_discount": 0.176, "wait_margin": 2.892, "injury_penalty": 40.076, "rb_early_bonus": 10.992, "te_earliest_round": 3, "avail_sigma"
a42634f	1886.4	118.6	4.93	0.405	2700	discard	auto 513 confirmed: {"need_bonus": 23.529, "flex_bonus": 6.376, "depth_quota_te": 3, "depth_quota_qb": 2, "surplus_penalty": 59.468, "bench_bonus": 4.954, "wait_margin": 1.746, "injury_penalty": 26.657, "rb_early_bonus": 10.91, "te_earliest_round": 3, "avail_sigma": 4.5
a42634f	1870.9	120.1	5.33	0.353	300	discard	auto 514 screen: {"need_bonus": 7.852, "flex_bonus": 12.589, "depth_quota_rb": 5, "depth_quota_wr": 5, "depth_quota_te": 1, "surplus_penalty": 32.224, "bench_bonus": 3.738, "wait_discount": 0.483, "wait_margin": 2.322, "injury_penalty": 31.356, "rb_early_bonus": 3.68
a42634f	1884.0	120.2	4.98	0.403	300	discard	auto 515 screen: {"need_bonus": 43.257, "flex_bonus": 11.025, "depth_quota_rb": 5, "depth_quota_te": 1, "depth_quota_qb": 2, "surplus_penalty": 45.498, "bench_bonus": 5.181, "wait_discount": 0.135, "wait_margin": 0.367, "injury_penalty": 23.113, "rb_early_bonus": 10.
a42634f	1883.8	116.3	4.95	0.396	2700	discard	auto 516 confirmed: {"need_bonus": 35.555, "flex_bonus": 10.786, "depth_quota_wr": 3, "depth_quota_te": 1, "depth_quota_qb": 4, "surplus_penalty": 35.345, "bench_bonus": 3.979, "wait_discount": 0.158, "wait_margin": 3.202, "injury_penalty": 27.13, "rb_early_bonus": 12.4
a42634f	1887.9	119.3	4.89	0.4	2700	discard	auto 517 confirmed: {"need_bonus": 44.455, "flex_bonus": 18.662, "depth_quota_rb": 3, "depth_quota_wr": 5, "depth_quota_te": 1, "surplus_penalty": 35.021, "bench_bonus": 4.978, "wait_discount": 0.18, "wait_margin": 2.015, "kdef_rounds_from_end": 2, "injury_penalty": 43.
a42634f	1861.3	116.7	5.37	0.373	300	discard	auto 518 screen: {"need_bonus": 6.001, "flex_bonus": 9.747, "depth_quota_wr": 5, "depth_quota_te": 3, "surplus_penalty": 30.336, "bench_bonus": 4.927, "wait_discount": 0.254, "wait_margin": 3.27, "injury_penalty": 39.265, "rb_early_bonus": 6.681, "avail_sigma": 2.73,
a42634f	1863.3	115.9	5.43	0.34	300	discard	auto 519 screen: {"need_bonus": 20.322, "flex_bonus": 10.349, "depth_quota_wr": 3, "surplus_penalty": 17.812, "bench_bonus": 6.274, "wait_discount": 0.291, "wait_margin": 5.683, "kdef_rounds_from_end": 2, "injury_penalty": 48.43, "rb_early_bonus": 20.825, "qb_earlies
a42634f	1885.6	129.4	4.93	0.367	300	discard	auto 520 screen: {"need_bonus": 37.046, "flex_bonus": 2.638, "depth_quota_rb": 5, "depth_quota_wr": 3, "surplus_penalty": 50.781, "bench_bonus": 3.296, "wait_discount": 0.154, "wait_margin": 4.499, "kdef_rounds_from_end": 2, "injury_penalty": -8.904, "rb_early_bonus"
a42634f	1889.9	122.1	4.87	0.413	2700	discard	auto 521 confirmed: {"need_bonus": 29.44, "flex_bonus": 9.067, "depth_quota_te": 3, "depth_quota_qb": 2, "surplus_penalty": 41.29, "bench_bonus": 2.926, "wait_discount": 0.212, "wait_margin": 3.359, "injury_penalty": 26.136, "rb_early_bonus": 11.254, "te_earliest_round"
a42634f	1885.7	117.9	4.91	0.412	2700	discard	auto 522 confirmed: {"need_bonus": 25.563, "flex_bonus": 5.269, "depth_quota_wr": 3, "depth_quota_te": 1, "surplus_penalty": 27.121, "bench_bonus": 2.761, "wait_discount": 0.087, "wait_margin": 3.926, "injury_penalty": 24.233, "rb_early_bonus": 6.668, "avail_sigma": 6.6
a42634f	1895.7	120.0	4.67	0.43	2700	discard	auto 523 confirmed: {"need_bonus": 38.375, "flex_bonus": 8.261, "depth_quota_wr": 5, "surplus_penalty": 43.274, "bench_bonus": 3.707, "wait_discount": 0.22, "wait_margin": 2.738, "injury_penalty": 30.1, "rb_early_bonus": 12.553, "te_earliest_round": 5, "avail_sigma": 6.
a42634f	1889.1	118.5	4.86	0.418	2700	discard	auto 524 confirmed: {"need_bonus": 22.042, "flex_bonus": 12.376, "depth_quota_qb": 2, "surplus_penalty": 20.096, "bench_bonus": 6.046, "wait_discount": 0.298, "wait_margin": 1.007, "injury_penalty": 24.904, "rb_early_bonus": 15.75, "te_earliest_round": 3, "avail_sigma":
a42634f	1889.7	116.9	4.76	0.417	2700	discard	auto 525 confirmed: {"need_bonus": 33.27, "flex_bonus": 8.638, "depth_quota_wr": 3, "depth_quota_te": 3, "surplus_penalty": 28.016, "bench_bonus": 2.905, "wait_discount": 0.212, "wait_margin": 3.217, "injury_penalty": 30.89, "rb_early_bonus": 12.203, "avail_sigma": 5.93
a42634f	1889.5	122.2	4.83	0.415	2700	discard	auto 526 confirmed: {"need_bonus": 27.752, "flex_bonus": 12.858, "depth_quota_rb": 5, "depth_quota_wr": 3, "surplus_penalty": 41.651, "bench_bonus": 5.216, "wait_discount": 0.181, "wait_margin": 4.828, "injury_penalty": 17.995, "rb_early_bonus": 6.11, "qb_earliest_round
a42634f	1885.2	120.5	4.96	0.395	2700	discard	auto 527 confirmed: {"need_bonus": 24.154, "flex_bonus": 11.827, "depth_quota_te": 1, "surplus_penalty": 26.485, "bench_bonus": 2.368, "wait_discount": 0.258, "wait_margin": 4.275, "kdef_rounds_from_end": 2, "injury_penalty": 42.122, "rb_early_bonus": 13.936, "avail_sig
a42634f	1883.7	119.1	4.91	0.403	300	discard	auto 528 screen: {"need_bonus": 35.64, "flex_bonus": 8.799, "depth_quota_rb": 3, "depth_quota_wr": 5, "depth_quota_qb": 4, "surplus_penalty": 30.305, "bench_bonus": 3.876, "wait_discount": 0.189, "wait_margin": 3.543, "injury_penalty": 26.305, "rb_early_bonus": 12.36
a42634f	1892.9	118.2	4.74	0.426	2700	discard	auto 529 confirmed: {"need_bonus": 18.301, "flex_bonus": 17.341, "depth_quota_rb": 3, "depth_quota_qb": 4, "surplus_penalty": 63.508, "bench_bonus": 9.434, "wait_discount": 0.184, "wait_margin": 3.985, "injury_penalty": 24.99, "rb_early_bonus": 3.837, "qb_earliest_round
a42634f	1877.5	118.2	5.14	0.373	300	discard	auto 530 screen: {"need_bonus": 20.242, "flex_bonus": 19.702, "surplus_penalty": 31.651, "bench_bonus": 2.336, "wait_discount": 0.267, "wait_margin": 4.084, "injury_penalty": 38.502, "rb_early_bonus": 17.177, "qb_earliest_round": 6, "avail_sigma": 7.293, "avail_stren
a42634f	1893.1	120.1	4.72	0.433	2700	discard	auto 531 confirmed: {"need_bonus": 27.068, "flex_bonus": 10.824, "depth_quota_rb": 5, "depth_quota_te": 3, "surplus_penalty": 30.761, "bench_bonus": 3.435, "wait_discount": 0.248, "wait_margin": 3.391, "injury_penalty": 35.6, "rb_early_bonus": 7.408, "qb_earliest_round"
a42634f	1881.3	118.6	5.18	0.383	300	discard	auto 532 screen: {"need_bonus": 24.306, "flex_bonus": 6.177, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_te": 3, "surplus_penalty": 19.803, "bench_bonus": -0.679, "wait_discount": 0.011, "wait_margin": 3.741, "kdef_rounds_from_end": 2, "injury_penalty": 25
a42634f	1888.3	120.3	4.83	0.416	2700	discard	auto 533 confirmed: {"need_bonus": 29.084, "flex_bonus": 16.618, "depth_quota_te": 3, "surplus_penalty": 15.248, "bench_bonus": 4.113, "wait_discount": 0.32, "wait_margin": 4.523, "injury_penalty": 17.14, "rb_early_bonus": 15.078, "avail_sigma": 4.186, "avail_strength":
a42634f	1872.7	116.3	5.3	0.34	300	discard	auto 534 screen: {"need_bonus": 25.201, "flex_bonus": 9.74, "depth_quota_te": 1, "surplus_penalty": 27.42, "bench_bonus": 5.845, "wait_discount": 0.507, "wait_margin": 4.755, "kdef_rounds_from_end": 2, "injury_penalty": 19.434, "rb_early_bonus": 4.289, "te_earliest_r
a42634f	1888.4	121.1	4.85	0.412	2700	discard	auto 535 confirmed: {"need_bonus": 37.314, "flex_bonus": 10.041, "depth_quota_rb": 5, "depth_quota_te": 1, "surplus_penalty": 25.139, "bench_bonus": 4.338, "wait_discount": 0.185, "wait_margin": 3.692, "injury_penalty": 27.338, "rb_early_bonus": 10.95, "avail_sigma": 5.
a42634f	1876.7	117.4	4.98	0.447	300	discard	auto 536 screen: {"need_bonus": 34.76, "flex_bonus": 5.478, "depth_quota_rb": 3, "depth_quota_wr": 3, "depth_quota_qb": 4, "surplus_penalty": 60.252, "bench_bonus": 4.674, "wait_discount": 0.224, "wait_margin": 2.575, "injury_penalty": 46.512, "rb_early_bonus": 14.45
a42634f	1894.3	120.1	4.67	0.439	2700	discard	auto 537 confirmed: {"need_bonus": 35.069, "flex_bonus": 11.363, "depth_quota_rb": 5, "depth_quota_te": 3, "surplus_penalty": 35.182, "bench_bonus": 4.604, "wait_discount": 0.135, "wait_margin": 3.908, "injury_penalty": 26.082, "rb_early_bonus": 7.727, "qb_earliest_roun
a42634f	1878.8	114.8	5.16	0.373	300	discard	auto 538 screen: {"need_bonus": 33.553, "flex_bonus": 9.652, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_te": 1, "depth_quota_qb": 2, "surplus_penalty": 38.128, "bench_bonus": 3.357, "wait_discount": 0.197, "wait_margin": 3.87, "injury_penalty": 29.406, "r
a42634f	1889.8	118.8	4.84	0.411	2700	discard	auto 539 confirmed: {"need_bonus": 33.4, "flex_bonus": 9.078, "depth_quota_wr": 5, "depth_quota_qb": 4, "surplus_penalty": 27.09, "bench_bonus": 5.343, "wait_discount": 0.161, "wait_margin": 3.081, "injury_penalty": 31.768, "rb_early_bonus": 8.033, "te_earliest_round": 
a42634f	1897.9	119.0	4.62	0.45	2700	keep	auto 540 confirmed: {"need_bonus": 30.819, "flex_bonus": 9.742, "depth_quota_wr": 5, "depth_quota_te": 3, "depth_quota_qb": 2, "surplus_penalty": 36.068, "bench_bonus": 4.417, "wait_discount": 0.162, "wait_margin": 3.862, "injury_penalty": 26.048, "rb_early_bonus": 9.46
a42634f	1885.9	114.4	4.84	0.407	300	discard	auto 541 screen: {"need_bonus": 23.834, "flex_bonus": 11.246, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 33.262, "bench_bonus": 4.786, "wait_discount": 0.193, "wait_margin": 4.157, "injury_penalty": 32.545, "rb_early_bonus": 9.718, "qb_earliest_roun
a42634f	1881.6	124.6	5.23	0.353	300	discard	auto 542 screen: {"need_bonus": 33.831, "flex_bonus": 10.914, "depth_quota_wr": 4, "depth_quota_qb": 1, "surplus_penalty": 40.282, "bench_bonus": 3.337, "wait_discount": 0.174, "wait_margin": 4.315, "injury_penalty": 29.091, "rb_early_bonus": 9.427, "avail_sigma": 4.
